target_id,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_R12_A_T77_repeat_L1,X_R12_B_T77_repeat_L1,X_R12_C_T77_repeat_L1,X_R12_A_T95_repeat_L1,X_R12_B_T95_repeat_L1,X_R12_C_T95_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_R12_A_T119_repeat_L1,X_R12_B_T119_repeat_L1,X_R12_C_T119_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1,X_R12_A_T216_repeat_L1,X_R12_B_T216_repeat_L1,X_R12_C_T216_repeat_L1
FW510-R12_contig_1_1499,128,100,144,217,61,5,348,199,231,552,594,290,1031,866,773,368,330,228,421,525,730,6,24,15,204,231,217
FW510-R12_contig_1_15,264,209,258,318,64,1,372,241,335,628,679,486,1030,636,863,382,329,329,905,1017,1340,6,12,3,365,380,309
FW510-R12_contig_1_150,32,34,52,55,22,0,136,41,66,818,564,206,444,328,371,85,96,73,224,211,301,2,9,0,42,73,48
FW510-R12_contig_1_1500,366,258,357,444,126,3,764,485,536,1074,1346,740,2481,2134,1977,640,666,487,1286,1291,1688,19,35,9,518,526,467
FW510-R12_contig_1_1501,297,228,220,394,101,4,494,371,493,781,751,457,1532,1272,1199,441,455,418,838,972,1408,13,11,11,780,605,466
FW510-R12_contig_1_1502,1118,769,1046,1396,347,21,2505,1281,1770,2857,3156,1790,5993,3954,5043,1879,1962,2035,4296,4452,6928,51,55,11,2597,2816,2442
FW510-R12_contig_1_1503,164,123,160,183,47,2,358,195,288,607,615,338,998,658,808,328,290,302,765,807,1281,16,11,2,621,714,584
FW510-R12_contig_1_1504,135,99,149,157,26,5,266,157,129,379,513,229,659,498,540,212,232,202,470,556,788,2,10,3,329,374,295
FW510-R12_contig_1_1505,247,143,201,209,44,6,334,145,192,613,818,417,917,720,673,235,248,217,665,746,1171,14,18,4,329,311,285
FW510-R12_contig_1_1506,668,508,574,595,108,11,914,463,503,1259,1595,839,2530,1955,2119,697,746,592,1948,1958,2858,21,35,9,1312,1367,1271
FW510-R12_contig_1_1507,477,420,553,579,146,4,1068,517,637,1816,2368,1057,2613,1861,2185,953,920,916,1976,2109,3185,17,37,5,461,512,414
FW510-R12_contig_1_1508,482,344,410,525,84,9,881,500,587,1628,1902,937,2805,1801,2154,848,832,752,1804,1786,2495,9,30,8,753,994,824
FW510-R12_contig_1_1509,849,555,734,874,207,7,1648,904,1197,2614,3454,1643,4488,3035,3492,1351,1375,1391,3208,3722,5356,30,37,17,1755,2210,1820
FW510-R12_contig_1_151,12,20,29,40,19,0,290,102,426,1567,1785,1201,1758,1580,627,61,53,51,273,262,303,4,2,0,55,73,66
FW510-R12_contig_1_1510,257,163,244,250,53,0,424,225,241,682,957,399,1035,718,866,391,329,353,728,850,1055,6,18,4,333,389,302
FW510-R12_contig_1_1511,386,236,424,659,163,8,1354,620,761,2366,2712,1350,2557,1774,2261,1178,1396,1316,1958,1911,2185,6,50,1,558,603,467
FW510-R12_contig_1_1512,320,165,231,548,182,3,1102,543,811,1589,2265,1066,2357,1408,1749,1239,1214,1263,1448,1720,2493,12,20,3,257,298,279
FW510-R12_contig_1_1513,491,394,627,637,149,7,1434,710,897,2219,2552,1175,3977,2771,2921,1305,1099,1075,3885,4269,5643,28,70,10,12048,13543,11861
FW510-R12_contig_1_1514,189,158,242,276,62,4,503,281,303,639,763,394,1042,717,912,395,316,325,839,964,1415,7,16,0,335,531,412
FW510-R12_contig_1_1515,222,150,219,297,54,1,502,274,322,699,714,371,1164,818,953,398,329,328,936,979,1273,9,14,1,541,613,519
FW510-R12_contig_1_1516,205,134,173,280,60,6,423,213,306,398,509,245,912,655,777,335,227,279,610,746,1010,2,10,4,284,305,274
FW510-R12_contig_1_1517,35,14,36,31,5,0,58,17,35,39,44,22,96,63,84,41,29,28,111,92,99,5,2,0,29,44,29
FW510-R12_contig_1_1518,166,132,123,142,38,0,345,166,183,522,562,302,766,584,721,278,182,221,574,647,955,21,30,8,474,570,522
FW510-R12_contig_1_1519,140,94,154,149,28,6,272,108,101,863,1006,524,1069,750,777,241,192,226,519,546,803,12,36,7,354,343,317
FW510-R12_contig_1_152,1,7,1,4,1,0,12,10,7,8,13,5,26,24,28,14,12,6,20,23,40,0,0,0,7,9,7
FW510-R12_contig_1_1520,595,334,525,864,260,13,1927,853,1084,3016,3749,1700,3859,2351,2930,1622,1887,1874,2214,2419,3593,13,42,6,432,411,380
FW510-R12_contig_1_1521,713,563,705,789,153,9,1237,675,859,2005,2403,1235,3229,2230,2811,1008,973,934,2788,2719,3681,12,27,5,1715,2034,1744
FW510-R12_contig_1_1522,159,74,122,188,47,1,339,186,221,578,660,360,974,625,694,356,311,325,572,623,791,3,9,4,119,129,105
FW510-R12_contig_1_1523,17,5,18,17,10,0,23,25,14,82,118,53,110,77,96,11,15,20,36,35,84,6,5,2,29,31,33
FW510-R12_contig_1_1524,300,163,239,326,88,3,576,303,373,1619,1780,983,3269,2096,2160,470,501,432,952,1001,1579,13,23,5,612,736,598
FW510-R12_contig_1_1525,31,31,34,39,5,0,57,21,34,182,263,117,318,215,205,31,26,42,111,124,150,0,2,0,77,72,67
FW510-R12_contig_1_1526,673,453,536,1946,627,19,3782,1859,4272,9398,11701,6468,10450,6730,8255,3342,3745,5093,6947,7826,11123,27,33,23,1246,1438,1250
FW510-R12_contig_1_1527,147,95,149,170,47,2,279,168,192,631,904,415,869,594,752,307,281,296,732,831,1423,3,9,0,286,336,306
FW510-R12_contig_1_1528,270,131,225,292,111,4,558,297,396,1129,1838,745,1561,1006,1018,482,362,461,884,990,1360,1,5,1,299,332,260
FW510-R12_contig_1_1529,119,107,146,124,38,0,369,179,202,820,722,372,971,601,719,250,234,285,590,618,914,47,31,12,552,618,496
FW510-R12_contig_1_153,271,152,266,342,77,5,503,286,350,750,1085,392,1216,839,935,423,335,382,1199,1343,2003,16,17,5,880,667,561
FW510-R12_contig_1_1530,349,237,381,321,73,2,789,318,474,1679,1725,934,1856,1255,1631,549,542,557,1416,1489,2146,7,20,5,932,1000,907
FW510-R12_contig_1_1531,1625,1034,1577,1494,333,14,2616,1119,1483,6749,7996,3840,6844,5010,5455,2169,1979,1818,4826,4851,7083,37,113,21,2106,2279,1888
FW510-R12_contig_1_1532,88,62,75,83,21,1,101,73,101,501,480,242,412,374,389,104,101,105,284,261,410,1,4,0,86,106,93
FW510-R12_contig_1_1533,539,364,590,852,223,11,1920,894,1251,4829,5269,2439,4484,3142,3450,1587,1823,1844,2910,3070,4325,22,39,9,804,938,784
FW510-R12_contig_1_1534,897,618,862,1449,504,11,4304,2332,3548,3755,4495,2255,4917,3265,4670,3120,3346,3323,3778,4698,7478,70,71,46,1805,1754,1509
FW510-R12_contig_1_1535,308,253,301,370,109,6,828,445,676,1402,1276,802,1679,1197,1563,676,608,650,1291,1457,2093,25,17,2,549,510,425
FW510-R12_contig_1_1536,841,657,868,997,279,19,2697,1384,1970,3838,3415,1839,4902,3419,4126,2161,2180,2051,3900,3693,5834,12,40,20,1736,1812,1535
FW510-R12_contig_1_1537,611,426,671,562,129,10,1044,497,788,1857,2241,1204,2239,1536,1997,840,798,751,1547,1746,2708,16,19,3,605,616,520
FW510-R12_contig_1_1538,414,293,406,633,325,5,3436,1912,3008,873,976,515,1944,1230,1646,1859,1773,1752,2143,2937,3888,22,33,20,1120,1116,908
FW510-R12_contig_1_1539,618,468,585,613,223,5,1296,703,886,670,1115,598,1797,1201,1752,1325,1148,948,2065,2074,3094,10,29,4,1420,1463,1065
FW510-R12_contig_1_154,130,94,113,154,29,0,257,146,163,368,433,179,600,424,488,199,162,199,631,699,783,7,13,1,629,470,436
FW510-R12_contig_1_1540,347,276,373,367,115,3,1157,551,506,618,828,442,1476,938,1344,954,818,776,1757,1708,2186,14,49,5,1178,1299,979
FW510-R12_contig_1_1541,844,617,849,889,215,8,1957,852,1025,1359,1907,1007,2973,1919,2390,1515,1453,1348,3373,3219,4670,26,57,11,1817,2036,1583
FW510-R12_contig_1_1542,405,308,525,430,95,3,759,348,469,743,870,504,1458,1046,1439,676,527,547,1587,1469,2375,15,34,7,1088,1048,795
FW510-R12_contig_1_1543,3995,3078,4128,3534,945,34,6892,3598,4676,7243,8852,4589,14523,9425,12314,6113,6213,6023,14860,14242,20101,215,305,91,9190,8971,7042
FW510-R12_contig_1_1544,707,541,693,549,136,3,1031,559,713,1181,1304,736,2257,1495,2073,902,1079,971,2521,2380,3408,8,23,4,1336,1325,1046
FW510-R12_contig_1_1545,337,270,270,313,102,4,866,438,619,3418,2159,1285,2718,2014,1824,576,512,629,1787,1699,2519,52,45,11,2043,2399,1966
FW510-R12_contig_1_1546,240,206,245,335,73,5,773,319,642,2970,2469,1231,2789,1870,2385,446,377,598,2302,2116,2075,2398,1943,1538,992,1357,1134
FW510-R12_contig_1_1547,258,205,222,246,70,3,355,245,270,589,901,421,1269,826,1060,404,292,308,1028,1085,1481,21,22,17,453,487,453
FW510-R12_contig_1_1548,686,399,625,491,144,3,784,463,542,1316,1906,943,2445,1668,1908,609,659,643,1807,1977,2608,28,32,4,881,1002,861
FW510-R12_contig_1_1549,556,435,532,589,116,7,848,486,535,1326,1746,826,2283,1549,1837,708,562,556,1827,2026,2499,29,34,15,1015,1172,964
FW510-R12_contig_1_155,93,57,88,108,12,0,209,121,129,289,391,155,513,367,402,169,159,134,638,603,909,4,8,2,583,502,419
FW510-R12_contig_1_1550,20,10,14,19,0,0,25,22,15,23,23,9,72,46,65,29,14,17,64,81,98,0,5,1,73,77,81
FW510-R12_contig_1_1551,331,217,294,308,62,2,399,251,267,595,897,394,1012,730,818,336,251,241,755,833,1211,2,14,7,481,562,474
FW510-R12_contig_1_1552,636,519,650,805,182,5,1695,1006,1112,1108,1661,721,2962,1952,2447,1712,1469,1346,3323,3665,4890,62,103,41,3412,3448,3132
FW510-R12_contig_1_1553,84,41,73,117,31,3,206,111,173,356,498,203,539,318,511,196,164,153,443,414,758,10,15,2,343,361,327
FW510-R12_contig_1_1554,440,388,514,440,74,1,800,449,678,2467,1969,1109,2766,1903,2180,672,670,686,1761,1793,2721,75,78,40,1995,2014,1614
FW510-R12_contig_1_1555,247,214,262,254,75,6,538,323,461,1240,1012,554,1612,1043,1248,431,329,403,1091,1109,1690,5,25,6,1733,1993,1526
FW510-R12_contig_1_1556,18,9,12,33,5,0,58,29,25,78,32,30,98,71,102,35,48,58,76,104,165,1,1,4,86,61,69
FW510-R12_contig_1_1557,78,57,88,135,39,0,193,129,192,211,221,145,409,275,324,166,160,201,261,332,574,0,6,1,143,154,122
FW510-R12_contig_1_1558,55,57,83,73,18,0,122,57,92,263,240,124,318,235,294,117,86,108,251,325,472,10,3,3,148,184,146
FW510-R12_contig_1_1559,56,42,34,61,17,1,94,75,78,106,175,71,240,165,247,152,129,98,196,253,346,2,0,0,142,183,141
FW510-R12_contig_1_156,79,85,92,128,21,1,272,174,199,503,530,236,793,498,656,197,224,209,775,732,1265,5,16,2,875,770,651
FW510-R12_contig_1_1560,132,65,97,157,51,1,289,160,226,388,557,222,660,467,596,262,225,274,505,500,825,1,1,0,350,352,266
FW510-R12_contig_1_1561,550,336,524,350,99,3,822,445,628,821,1119,508,1300,808,1703,904,578,502,3964,4497,6817,13,72,7,845,744,662
FW510-R12_contig_1_1562,2,0,0,0,0,0,1,3,1,0,6,1,5,2,5,0,0,0,7,4,11,0,0,0,0,2,0
FW510-R12_contig_1_1563,117,59,154,176,62,7,672,325,488,683,577,199,554,343,690,604,546,321,2468,2848,4116,5,30,7,517,582,502
FW510-R12_contig_1_1564,76,14,73,119,42,5,448,235,481,2434,2235,889,1094,833,655,313,238,188,1708,2133,3037,22,22,10,300,455,341
FW510-R12_contig_1_1565,390,245,407,745,187,5,2295,971,1460,6024,6889,3466,5823,3724,4244,2373,2687,2924,3038,3104,4123,4,48,8,507,591,448
FW510-R12_contig_1_1566,1991,1183,1722,1749,360,18,2338,1122,1391,7889,9469,4620,8774,6291,6395,1887,1919,1683,4983,4750,7193,55,155,23,1645,1681,1549
FW510-R12_contig_1_1567,790,486,721,1056,205,11,1741,865,1258,4942,4993,2488,5261,3683,3824,1622,1380,1459,2961,3023,3935,74,159,35,1139,1394,1174
FW510-R12_contig_1_1568,85,76,55,93,15,1,189,132,136,470,467,243,535,407,449,212,211,188,461,558,625,64,47,39,313,331,296
FW510-R12_contig_1_1569,2361,1460,2560,2621,745,15,6125,2507,3142,21397,25681,11851,17871,12208,13928,5843,6370,6357,9995,9908,13149,74,584,47,1942,2010,1784
FW510-R12_contig_1_157,247,172,240,334,55,2,763,435,474,2734,2148,825,2047,1403,1658,527,473,452,1544,2079,3088,54,64,18,1834,1496,1262
FW510-R12_contig_1_1570,298,197,194,302,64,2,538,322,356,850,809,414,1305,932,963,384,341,347,893,1064,1665,3,10,4,815,908,854
FW510-R12_contig_1_1571,972,747,870,967,187,11,1534,891,1041,1216,1764,858,3309,2282,2809,1388,1094,1085,2542,3212,3917,30,52,23,2338,3210,2586
FW510-R12_contig_1_1572,659,487,764,747,209,2,1323,732,895,1215,1591,746,2360,1643,2053,1115,1085,1045,1937,2200,3491,23,30,8,1088,1139,873
FW510-R12_contig_1_1573,218,117,268,281,83,1,524,279,302,597,859,413,1172,879,1183,488,494,461,897,992,1324,4,9,3,316,369,283
FW510-R12_contig_1_1574,40,44,50,68,18,0,119,60,73,187,233,109,342,223,219,113,86,114,252,222,300,0,2,1,143,138,107
FW510-R12_contig_1_1575,1040,630,942,1949,539,15,4436,2202,3288,9632,11195,5594,10920,7167,7348,3943,4775,4992,6773,6841,9712,25,147,12,1005,1066,839
FW510-R12_contig_1_1576,270,129,258,327,85,1,617,221,310,1489,2027,826,1373,878,1107,599,535,533,736,760,1139,2,18,4,109,146,125
FW510-R12_contig_1_1577,119,42,127,135,32,3,159,58,76,411,572,270,498,291,355,143,160,174,211,251,365,1,1,2,35,41,30
FW510-R12_contig_1_1578,187,99,241,181,32,0,250,79,119,748,1055,475,893,621,819,237,190,186,430,487,709,3,12,0,100,100,81
FW510-R12_contig_1_1579,762,478,611,560,122,3,813,401,495,3817,4703,2305,4240,3018,3570,780,781,809,1812,1809,2355,14,45,7,315,301,283
FW510-R12_contig_1_158,17,31,39,43,8,0,84,38,57,447,326,153,328,236,198,56,78,63,177,196,279,3,2,0,121,140,159
FW510-R12_contig_1_1580,207,161,232,449,225,10,2158,1282,1662,383,561,260,1620,915,1841,1987,1893,1934,1861,2432,3796,50,43,25,4663,5456,3996
FW510-R12_contig_1_1581,816,592,897,1508,279,8,2387,1022,1381,6149,8233,3722,6389,4043,4817,2103,2176,2336,3098,3370,5006,24,79,14,1011,1158,976
FW510-R12_contig_1_1582,884,643,723,1581,300,23,1973,1003,1540,5328,6340,3829,6573,4551,4506,1602,1749,1887,3128,4026,6314,46,67,21,2328,2285,2301
FW510-R12_contig_1_1583,51,27,26,82,16,0,133,67,120,203,203,92,343,202,281,124,112,120,234,288,402,3,4,4,187,253,199
FW510-R12_contig_1_1584,30,24,26,40,1,0,65,38,35,42,81,41,130,104,126,74,75,69,128,144,144,1,6,4,105,119,116
FW510-R12_contig_1_1585,119,69,120,133,25,2,251,137,181,324,395,210,537,379,537,288,238,224,472,582,727,3,6,0,253,302,215
FW510-R12_contig_1_1586,484,366,417,713,166,4,1256,672,918,2045,2189,1052,3144,2141,2610,1094,989,1069,2513,2692,4110,23,27,5,1273,1476,1231
FW510-R12_contig_1_1587,408,340,431,446,111,4,924,484,633,922,998,511,2013,1348,1769,804,773,704,1794,1830,2813,25,31,7,1708,1920,1392
FW510-R12_contig_1_1588,221,137,193,282,82,4,507,294,373,1088,1205,528,1482,969,1139,488,491,510,1073,1027,1414,9,13,3,497,534,504
FW510-R12_contig_1_1589,2060,1638,1580,3156,419,17,6006,3715,4378,3774,4524,2604,17739,13262,14644,5505,4665,3613,18756,18523,25512,489,760,224,22311,20402,22636
FW510-R12_contig_1_159,144,68,127,121,34,1,276,152,158,281,373,168,497,333,395,191,139,141,498,518,690,2,6,1,305,332,291
FW510-R12_contig_1_1590,881,605,799,1081,254,5,2574,1168,1478,2824,3280,1723,4613,3149,3606,2047,2045,1937,3523,3283,4001,62,111,49,1149,1115,1050
FW510-R12_contig_1_1591,464,303,393,476,108,7,733,363,490,1333,1657,712,2192,1474,1660,639,570,620,1543,1540,2094,12,56,11,583,569,520
FW510-R12_contig_1_1592,889,641,801,910,158,5,1440,822,939,2668,3286,1613,4389,3199,3422,1262,1159,1156,3380,3283,4357,26,76,13,1099,1224,1156
FW510-R12_contig_1_1593,997,612,942,1170,277,15,2459,1271,1494,3725,4289,2279,5732,4129,4735,2029,2153,1999,4338,4311,6331,51,99,20,1625,1517,1386
FW510-R12_contig_1_1594,2043,1458,1785,3339,665,29,5806,3018,3856,5997,10355,4882,13306,8724,10410,4700,5023,5068,10118,12343,18536,51,101,39,4241,3557,3514
FW510-R12_contig_1_1595,314,221,297,429,107,4,727,375,511,1547,1780,836,1671,1140,1247,527,579,562,1007,1297,1577,15,27,6,415,422,358
FW510-R12_contig_1_1596,267,249,306,260,63,3,510,287,329,1114,1199,583,1360,909,1050,470,407,392,954,1083,1467,21,36,6,446,473,423
FW510-R12_contig_1_1597,691,409,598,556,130,1,1018,587,647,2440,2753,1347,3083,2104,2422,828,922,922,2351,2351,3404,16,23,16,1027,1111,961
FW510-R12_contig_1_1598,660,601,683,610,148,5,1035,532,722,2331,2423,1258,3730,2469,2810,799,801,747,2812,2687,3960,7,9,3,697,681,576
FW510-R12_contig_1_1599,42,42,68,48,11,3,96,38,35,512,478,375,578,421,415,83,69,77,438,390,494,7,4,1,76,112,74
FW510-R12_contig_1_16,1949,1371,1897,2331,513,19,3446,1648,2048,5074,5172,2809,7826,5289,5945,2208,2175,1996,7944,7282,9366,120,282,56,3426,3298,3218
FW510-R12_contig_1_160,59,18,22,66,16,1,102,45,84,191,231,123,303,185,178,81,68,122,141,156,274,4,4,0,47,47,58
FW510-R12_contig_1_1600,82,66,69,62,15,0,159,67,76,663,601,382,611,389,457,97,102,110,576,521,612,6,8,2,119,163,154
FW510-R12_contig_1_1601,38,27,32,35,10,3,105,44,42,560,386,336,469,294,256,71,51,68,406,314,386,2,5,1,78,148,117
FW510-R12_contig_1_1602,119,69,104,134,37,4,342,180,203,2809,1273,794,1475,1044,972,323,302,273,1128,1147,1589,32,12,13,791,1043,779
FW510-R12_contig_1_1603,137,105,160,199,44,2,368,189,238,894,923,566,1182,788,937,329,310,438,838,862,1124,5,7,4,588,703,555
FW510-R12_contig_1_1604,3,6,6,11,2,0,12,10,14,58,41,36,65,46,50,23,11,14,43,32,67,1,1,0,52,51,52
FW510-R12_contig_1_1605,50,38,57,73,16,0,113,75,102,200,250,173,391,265,232,109,99,110,311,247,428,4,4,4,200,249,181
FW510-R12_contig_1_1606,988,594,648,1467,269,3,2204,1148,1756,2278,2401,1207,5527,3697,3584,1391,1414,1431,3772,4091,4660,19,22,5,1012,1028,963
FW510-R12_contig_1_1607,51,33,47,81,15,0,167,83,146,439,354,132,390,242,223,154,137,144,249,242,260,3,2,0,65,106,77
FW510-R12_contig_1_1608,39,31,36,64,13,0,122,42,56,179,270,110,251,153,141,101,115,103,182,126,144,1,9,0,49,88,69
FW510-R12_contig_1_1609,89,52,71,62,32,1,126,86,105,280,440,146,465,331,284,94,91,112,305,279,311,8,7,3,123,141,107
FW510-R12_contig_1_161,1323,863,1295,1430,241,8,1028,491,619,6538,9827,5150,7787,5944,5794,783,836,849,3709,3416,4467,1,21,8,275,236,221
FW510-R12_contig_1_1610,126,103,148,236,54,6,326,195,216,367,612,297,737,460,640,350,281,298,616,653,933,5,11,7,230,317,243
FW510-R12_contig_1_1611,70,51,39,100,28,0,232,131,135,270,340,205,795,651,561,281,210,203,995,1030,1259,32,57,15,2680,3613,3351
FW510-R12_contig_1_1612,109,89,127,158,50,1,429,232,250,412,531,243,973,700,768,407,340,301,593,666,829,12,27,7,290,369,252
FW510-R12_contig_1_1613,8,12,11,32,12,2,137,70,91,28,26,13,73,45,89,94,97,70,71,78,151,1,4,2,61,75,62
FW510-R12_contig_1_1614,22,20,20,27,7,0,91,45,46,29,41,22,87,66,82,54,82,57,93,94,159,3,2,1,69,108,58
FW510-R12_contig_1_1615,71,49,59,59,16,0,118,41,77,773,788,433,614,455,330,54,65,50,211,190,237,4,0,2,88,82,68
FW510-R12_contig_1_1616,53,55,75,77,14,2,69,52,57,441,291,160,301,238,223,71,46,63,259,358,396,6,4,1,200,162,118
FW510-R12_contig_1_1617,103,60,109,141,34,1,193,103,108,295,347,213,436,340,394,205,129,138,379,316,498,1,6,1,130,147,130
FW510-R12_contig_1_1618,427,286,375,359,61,0,572,242,307,1237,2019,881,1884,1300,1633,505,490,473,1158,1245,1954,3,9,1,262,247,212
FW510-R12_contig_1_1619,140,89,123,145,29,2,280,103,124,550,836,391,663,497,630,269,272,209,430,503,658,4,5,1,110,152,117
FW510-R12_contig_1_162,713,563,705,789,153,9,1237,675,859,2005,2403,1235,3229,2230,2811,1008,973,934,2788,2719,3681,12,27,5,1715,2034,1744
FW510-R12_contig_1_1620,1308,872,1364,2172,555,23,4458,2068,2766,8231,10845,5215,9727,6438,8200,4037,4239,4847,6821,7190,9819,17,130,16,1792,2168,1763
FW510-R12_contig_1_1621,63,53,73,47,4,1,77,46,63,189,259,113,220,150,155,52,37,49,145,134,196,1,1,2,100,95,93
FW510-R12_contig_1_1622,52,27,29,22,4,0,35,19,27,131,106,46,100,68,80,28,32,23,83,97,155,0,1,0,54,47,53
FW510-R12_contig_1_1623,80,47,71,49,11,0,50,34,36,150,157,105,153,106,121,66,31,44,101,171,172,4,7,0,91,89,72
FW510-R12_contig_1_1624,446,443,452,467,116,6,667,360,485,1807,1723,974,2993,2014,2217,496,469,468,1595,1570,2211,19,44,8,568,641,549
FW510-R12_contig_1_1625,791,522,852,1150,222,11,2303,1112,1458,3620,4238,1912,4482,2922,3479,1869,2013,1784,3472,3683,5337,35,96,27,2776,2961,2557
FW510-R12_contig_1_1626,703,416,573,1281,293,14,2264,1157,2031,4597,4506,2233,6423,4300,4233,1832,2032,2094,4069,4419,6465,10,8,1,687,632,621
FW510-R12_contig_1_1627,925,688,940,1283,340,17,2814,1338,1805,5575,4772,2396,6717,4886,5013,2283,2144,2206,5144,5015,6431,18,49,11,4174,4430,3962
FW510-R12_contig_1_1628,66,53,106,87,25,1,167,74,88,229,308,157,461,352,348,104,133,102,326,408,597,7,6,1,148,161,163
FW510-R12_contig_1_1629,250,163,198,280,65,2,488,261,295,811,999,420,1527,1059,1331,421,361,354,1141,1232,1917,8,34,7,489,665,516
FW510-R12_contig_1_163,84,63,87,109,22,1,189,98,145,174,218,125,388,270,326,159,134,126,346,375,520,2,5,2,246,254,232
FW510-R12_contig_1_1630,185,103,166,368,84,5,932,426,634,2518,2573,1319,2519,1514,1254,796,893,1103,1151,1206,1813,2,19,4,237,288,234
FW510-R12_contig_1_1631,53,41,51,78,13,2,182,67,69,302,380,157,284,218,248,144,135,135,177,221,329,8,3,1,129,124,89
FW510-R12_contig_1_1632,88,66,104,63,20,0,98,52,69,216,259,129,326,200,296,89,99,79,288,301,382,4,7,0,64,98,59
FW510-R12_contig_1_1633,143,138,123,144,43,2,162,108,100,355,657,249,632,414,494,134,162,129,429,416,684,9,4,6,129,172,105
FW510-R12_contig_1_1634,510,370,556,600,135,10,1167,602,701,2031,2137,1046,2943,2068,2371,911,964,755,2281,2319,3139,30,85,19,1188,1438,1239
FW510-R12_contig_1_1635,779,465,660,1089,293,14,2221,1153,1604,2693,3492,1684,4907,2987,3898,1841,1859,1844,3805,3932,5247,20,40,7,693,737,659
FW510-R12_contig_1_1636,264,186,205,271,39,3,280,202,210,418,475,249,799,632,707,176,182,206,663,720,1114,2,3,0,337,409,280
FW510-R12_contig_1_1637,141,77,125,232,70,1,384,206,342,1107,1422,691,1431,858,782,406,363,418,635,758,960,14,19,9,158,198,175
FW510-R12_contig_1_1638,206,128,186,340,80,5,557,314,439,969,1321,544,1399,868,1084,537,486,619,1209,1232,1800,5,9,2,637,785,651
FW510-R12_contig_1_1639,23,15,18,58,6,0,80,29,35,153,255,82,174,117,133,73,59,64,116,139,215,3,5,0,44,72,52
FW510-R12_contig_1_164,651,477,642,746,177,0,1143,684,763,920,1417,772,2306,1551,2212,938,921,912,2145,2421,3006,18,21,6,804,943,782
FW510-R12_contig_1_1640,1766,997,1659,2297,466,19,4322,2295,3084,6192,6222,3496,8670,5359,7636,3636,3694,3455,7654,8517,11337,228,279,119,2961,3414,2944
FW510-R12_contig_1_1641,781,604,854,1007,223,15,1966,991,1234,2343,2904,1548,3877,2637,3678,1535,1634,1510,3839,4123,5618,33,100,15,1329,1391,1289
FW510-R12_contig_1_1642,3097,2281,3353,2898,668,25,5114,2723,3134,7696,8866,4575,11555,7455,9855,4054,4057,3784,12804,11958,15998,60,193,37,5170,4964,4226
FW510-R12_contig_1_1643,665,513,570,539,117,4,834,393,541,1478,1939,1001,1977,1195,1728,624,596,573,2057,2088,1358,9,42,7,781,792,693
FW510-R12_contig_1_1644,3731,2760,3589,3600,783,33,5437,2903,3343,12007,15679,6710,14003,9704,11863,4754,4559,4476,10893,12214,14071,137,360,76,3504,3924,3345
FW510-R12_contig_1_1645,249,153,200,295,81,1,609,304,309,1019,1346,543,1420,920,1049,514,428,435,956,1103,1550,7,6,0,227,294,254
FW510-R12_contig_1_1646,165,113,153,188,51,1,307,175,179,543,784,343,698,497,508,258,245,258,500,570,660,9,12,2,162,144,139
FW510-R12_contig_1_1647,220,123,256,210,41,1,273,141,180,618,899,413,871,565,757,311,240,245,614,584,850,12,9,5,143,149,143
FW510-R12_contig_1_1648,971,533,917,1352,305,13,2493,1148,1835,5350,6169,3047,6604,4284,4590,2037,2033,1863,3939,3936,5912,8,71,3,762,932,772
FW510-R12_contig_1_1649,583,370,655,763,187,6,1410,653,899,2786,3219,1553,3276,2151,2844,1146,1125,1106,2216,2604,3499,24,57,10,534,574,508
FW510-R12_contig_1_165,35,12,29,21,7,0,38,28,35,217,198,80,121,100,89,25,6,32,68,71,75,2,4,1,27,39,32
FW510-R12_contig_1_1650,563,387,646,699,168,4,1285,580,840,3057,3399,1596,3212,2189,2557,1129,1128,1203,2198,2095,2698,16,59,18,601,677,571
FW510-R12_contig_1_1651,17,7,7,22,3,1,27,17,17,26,26,17,44,43,53,28,17,27,62,66,83,1,1,1,51,55,46
FW510-R12_contig_1_1652,41,33,57,61,16,0,61,53,54,105,91,51,161,92,142,45,41,48,146,146,270,3,4,0,112,150,121
FW510-R12_contig_1_1653,658,557,636,1015,173,8,2066,1044,1260,1836,1977,950,4825,3106,3859,1773,1477,1434,3376,3311,4612,33,75,21,1222,1229,1064
FW510-R12_contig_1_1654,771,519,791,1305,364,11,2932,1395,2036,5927,7399,3709,7167,4599,5359,2647,2938,3034,5047,5007,6871,27,83,12,1559,1764,1457
FW510-R12_contig_1_1655,13,8,18,13,0,0,26,22,28,40,52,31,63,36,53,25,10,19,49,78,75,2,5,0,34,50,41
FW510-R12_contig_1_1656,47,31,58,44,19,0,90,33,47,118,146,68,194,132,120,81,51,55,132,188,211,9,4,6,121,200,157
FW510-R12_contig_1_1657,11,2,4,8,2,3,19,14,4,22,46,15,25,26,33,9,22,18,22,27,34,1,0,0,26,52,25
